StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Screen 1,Screen 2,End Coordinate,Start Coordinate,Q6,1_Q10,2_Q10,3_Q10,4_Q10,5_Q10,6_Q10,7_Q10,8_Q10,9_Q10,10_Q10,11_Q10,12_Q10,13_Q10,14_Q10,15_Q10,16_Q10,17_Q10,18_Q10,19_Q10,20_Q10,21_Q10,22_Q10,23_Q10,24_Q10,25_Q10,26_Q10,27_Q10,28_Q10,29_Q10,30_Q10,participantId,assignmentId,projectId
2023-02-18 17:51:24,2023-02-18 17:51:37,IP Address,24.126.11.119,100,13,True,2023-02-18 17:51:37,R_3COysz6S5nMAi3X,,,,,39.3046,-76.6412,anonymous,EN,No,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF4EF0FA97D1430FB583CD44795E8670,76f6f73a-69ae-4316-8c45-cc9b65a753e0,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 17:59:45,2023-02-18 18:00:34,IP Address,191.96.37.47,100,48,True,2023-02-18 18:00:34,R_1f31Xd6uquRp6jw,,,,,47.6034,-122.3414,anonymous,EN,No,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9773227EB52B4471B71423056CF4F5C5,1d736706-9b7e-417a-bd77-87cca9cd29f4,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 18:03:37,2023-02-18 18:04:02,IP Address,172.58.83.159,100,25,True,2023-02-18 18:04:03,R_1LoOrqzBHNbZyAA,,,,,44.9834,-93.2622,anonymous,EN,No,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A2527AD21044C38A39C5FA553477FA3,2a9e66ec-7ea9-4846-8fac-37b35278b975,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 18:14:18,2023-02-18 18:14:43,IP Address,68.174.129.138,100,25,True,2023-02-18 18:14:44,R_zePlG9z3B264xGh,,,,,40.7114,-74.0005,anonymous,EN,Yes,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C052E1B23FE64E4584D00045DD280990,00450502-7b37-48cf-9032-7aa83627ec9d,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 18:25:11,2023-02-18 18:25:23,IP Address,68.237.46.121,100,12,True,2023-02-18 18:25:24,R_3EYZkq2ZjEVvxm7,,,,,40.7123,-74.0068,anonymous,EN,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A53DD8EC9F15451EB0EC9375DE080EC1,38a36582-ef62-4373-bd6e-d44bb0bdda6a,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 18:43:42,2023-02-18 18:44:45,IP Address,75.248.63.156,100,62,True,2023-02-18 18:44:45,R_1pDNpaUmBGK79HT,,,,,35.3991,-80.5584,anonymous,EN,Yes,40 degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22721E934DCE46508A2F32251599808C,41793d84-4557-4a24-bda8-f99ab59c99a3,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 18:49:11,2023-02-18 18:49:29,IP Address,69.131.206.38,100,17,True,2023-02-18 18:49:30,R_1LHgYZBGGsduQQk,,,,,42.9917,-90.6516,anonymous,EN,No,I don't know.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B274F4FFA8C4305867491656C2DE7A2,2cb4ed01-2ced-4c65-8c13-da036d98233c,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 18:52:23,2023-02-18 18:53:58,IP Address,98.113.185.82,100,94,True,2023-02-18 18:53:58,R_p6Es8pAcQnTG1SF,,,,,40.8518,-73.8705,anonymous,EN,Yes,40,D18,5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87BAD4F8C1E04124B7B34948449D58EA,9d5cb2b7-18b4-4b7e-840f-71cde8ff9102,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 18:57:12,2023-02-18 18:57:37,IP Address,68.13.44.89,100,24,True,2023-02-18 18:57:37,R_2SjZJOo2BvwqYi5,,,,,41.2616,-95.9355,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89EA09DE48514928A396DEAC592AC3E4,454bbdf5-db62-4e75-bc1b-0c5c1759e9ad,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 19:10:55,2023-02-18 19:11:14,IP Address,104.182.73.53,100,18,True,2023-02-18 19:11:15,R_2bPEVc48jQCDcbi,,,,,38.7987,-90.5034,anonymous,EN,No,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB7B167CA9764A978A853C08D3D1D84E,5913bc77-b73e-4f2e-b99d-4e26b70306dc,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 19:11:32,2023-02-18 19:11:39,IP Address,104.182.73.53,100,7,True,2023-02-18 19:11:40,R_T7NxeMo2aVhtbMJ,,,,,38.7987,-90.5034,anonymous,EN,No,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB7B167CA9764A978A853C08D3D1D84E,5913bc77-b73e-4f2e-b99d-4e26b70306dc,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 19:33:25,2023-02-18 19:37:31,IP Address,99.29.83.11,100,245,True,2023-02-18 19:37:31,R_Z7tGh7z0FA7eQAV,,,,,34.0297,-84.1469,anonymous,EN,Yes,40,d18,f5,V7 (7a+),V6 (6c+/7a),V10 (7c+),V9 (7c),V8 (7b/7b+),V6 (6c+/7a),V12 (8a+),V5 (6c),V6 (6c+/7a),V7 (7a+),V5 (6c),V4 (6b/6b+),V6 (6c+/7a),V8 (7b/7b+),V6 (6c+/7a),V5 (6c),V8 (7b/7b+),V10 (7c+),V7 (7a+),V4 (6b/6b+),V7 (7a+),V7 (7a+),V10 (7c+),V8 (7b/7b+),V9 (7c),V8 (7b/7b+),V9 (7c),V5 (6c),V8 (7b/7b+),V6 (6c+/7a),V5 (6c),D8385E691C6A442F91C5BA9A9E6A6099,f20666a9-4e36-40bc-9fa4-f9bbd018d76d,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 19:37:34,2023-02-18 19:38:28,IP Address,98.61.66.18,100,53,True,2023-02-18 19:38:29,R_3qlqCXpXGmowPey,,,,,45.08,-93.0227,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3D19AF18D7E4E0FB7F01D2679712D90,3fd428a7-dab5-4036-abfd-84351914cced,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 19:50:39,2023-02-18 19:50:57,IP Address,69.243.45.183,100,17,True,2023-02-18 19:50:58,R_R5hV5GEwB53MK1X,,,,,39.3298,-76.635,anonymous,EN,No,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6A5FDF06CA8B4FE7B05C106446690B25,de0f578a-4af8-4b76-9f92-53384c230633,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 19:53:52,2023-02-18 19:54:39,IP Address,73.212.185.100,100,47,True,2023-02-18 19:54:40,R_2CEap8izCsbcngL,,,,,38.7493,-77.4719,anonymous,EN,No,I don't have experience on a MoonBoard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45EB2D56D86E4E59AFF1EE10A22DF287,abdaf589-9fe3-4708-8aeb-9463e1e5d640,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 20:15:00,2023-02-18 20:15:41,IP Address,174.56.56.73,100,40,True,2023-02-18 20:15:41,R_1gnMpEyxffBUnQ5,,,,,34.7814,-106.714,anonymous,EN,Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67E7D55F665A49D38C82E49C72B7077B,34aa969d-9eef-4674-b3f7-94234b333dc4,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 20:16:27,2023-02-18 20:16:39,IP Address,71.87.181.49,100,11,True,2023-02-18 20:16:39,R_1KwqhETJC4guqpR,,,,,35.8456,-83.5392,anonymous,EN,No,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB697E3C1D1B4ADAB73DBD12303F29E8,590088a2-ec83-45ef-8b15-1946c3ca9297,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 20:27:34,2023-02-18 20:29:13,IP Address,73.216.76.110,100,98,True,2023-02-18 20:29:13,R_2zAU8t9EvXXEmTJ,,,,,37.528,-77.4374,anonymous,EN,Yes,25°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7F28AB08D13D4CC9842914E160C80BFF,49e83884-2c41-4ed7-8112-a3636e2474e4,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 20:30:23,2023-02-18 20:36:50,IP Address,73.216.76.110,100,386,True,2023-02-18 20:36:51,R_uwzC5xq7DuXlZ8l,,,,,37.528,-77.4374,anonymous,EN,No,90°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7F28AB08D13D4CC9842914E160C80BFF,49e83884-2c41-4ed7-8112-a3636e2474e4,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 20:37:08,2023-02-18 20:37:30,IP Address,76.130.161.219,100,21,True,2023-02-18 20:37:30,R_zdqTYUt0zzrszrX,,,,,38.8503,-104.8567,anonymous,EN,No,"I don’t ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78564382018B48BE8B13C7D631A1E88F,955601ba-7e9f-4b90-abbd-b2b0fb3ff9e6,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 20:48:07,2023-02-18 20:48:25,IP Address,69.136.18.118,100,18,True,2023-02-18 20:48:25,R_Wkb7HhniGfQsJwd,,,,,26.6462,-81.8455,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6450250AC9224E969A7DF4DC8C5D4639,52f45a5e-bb46-436b-ace2-d4b307458441,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 21:00:42,2023-02-18 21:01:19,IP Address,24.1.110.149,100,37,True,2023-02-18 21:01:19,R_29ufYi3KyWQML3g,,,,,41.892,-87.6416,anonymous,EN,Yes,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEACE10F606C47EB8E1B0464C79CD83D,7d60df66-388a-4ddb-8a6f-6f7c3815b707,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 21:01:25,2023-02-18 21:01:32,IP Address,24.1.110.149,100,6,True,2023-02-18 21:01:32,R_3snVhEUIYXbkWzO,,,,,41.892,-87.6416,anonymous,EN,Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEACE10F606C47EB8E1B0464C79CD83D,7d60df66-388a-4ddb-8a6f-6f7c3815b707,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 21:01:37,2023-02-18 21:01:53,IP Address,24.1.110.149,100,16,True,2023-02-18 21:01:54,R_3lyOok4fxZUA0xo,,,,,41.892,-87.6416,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEACE10F606C47EB8E1B0464C79CD83D,7d60df66-388a-4ddb-8a6f-6f7c3815b707,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 21:10:15,2023-02-18 21:17:43,IP Address,74.69.1.4,100,448,True,2023-02-18 21:17:44,R_XGSbnphFLyqSzBf,,,,,42.8482,-73.7863,anonymous,EN,Yes,40,18D,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03A4AD7F4457467B8A908D9374D9D5B5,7fe7eb0d-b5fd-4b2d-8dbb-6835efc9307b,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 21:48:08,2023-02-18 21:48:59,IP Address,73.113.74.174,100,51,True,2023-02-18 21:49:00,R_3Hv0Vdl6R1zGT2S,,,,,36.6542,-80.9077,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9E80C37232C44CCB826EB7204DFBEFA3,d8147b47-7ad4-4a6a-b37c-ec23af7e9c35,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 21:49:10,2023-02-18 21:49:29,IP Address,73.113.74.174,100,19,True,2023-02-18 21:49:30,R_ANkMAjo03spggVz,,,,,36.6542,-80.9077,anonymous,EN,Not sure,25°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9E80C37232C44CCB826EB7204DFBEFA3,d8147b47-7ad4-4a6a-b37c-ec23af7e9c35,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 21:51:38,2023-02-18 21:52:22,IP Address,104.179.206.170,100,43,True,2023-02-18 21:52:22,R_3QY5scPetl2wfOb,,,,,28.3159,-80.7292,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D15AC3E69FA044229368A08549F26F46,7c762b48-a8b9-4862-8f58-c4f870b66d04,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 21:17:50,2023-02-18 21:57:45,IP Address,74.69.1.4,100,2394,True,2023-02-18 21:57:45,R_1n2va2Zf21TkKm4,,,,,42.8482,-73.7863,anonymous,EN,Yes,40,D18,F5,V7 (7a+),V5 (6c),V7 (7a+),V6 (6c+/7a),V7 (7a+),V9 (7c),V4 (6b/6b+),V6 (6c+/7a),V8 (7b/7b+),V6 (6c+/7a),V6 (6c+/7a),V11 (8a),V4 (6b/6b+),V10 (7c+),V6 (6c+/7a),V4 (6b/6b+),V8 (7b/7b+),V8 (7b/7b+),V5 (6c),V8 (7b/7b+),V10 (7c+),V7 (7a+),V9 (7c),V6 (6c+/7a),V4 (6b/6b+),V6 (6c+/7a),V5 (6c),V4 (6b/6b+),V5 (6c),V11 (8a),V4 (6b/6b+),03A4AD7F4457467B8A908D9374D9D5B5,7fe7eb0d-b5fd-4b2d-8dbb-6835efc9307b,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 21:59:05,2023-02-18 21:59:24,IP Address,135.26.30.183,100,19,True,2023-02-18 21:59:25,R_2yezCxZmbMXwSG9,,,,,31.3357,-94.7272,anonymous,EN,Yes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1C1B13285C6B45C9A3F050F44888690F,847ed96f-eba5-4464-9ee6-c7fa0680368f,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 22:00:04,2023-02-18 22:00:39,IP Address,98.34.47.47,100,35,True,2023-02-18 22:00:40,R_1mszTbKv8XbjPU2,,,,,42.0487,-87.8905,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75ACA6EF88884863B7D3EA2AB6B01375,1153e3cf-a83a-4c2f-b772-ecf5ece0cec6,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 22:02:28,2023-02-18 22:05:43,IP Address,96.42.200.38,100,194,True,2023-02-18 22:05:43,R_DMeXuWPLokZP4Ot,,,,,44.297,-93.2869,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B809713FE82644DDAA162EC16FED1C03,0d8487cb-feed-48b9-92bc-58df21cc0ec4,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 22:06:00,2023-02-18 22:06:16,IP Address,71.30.180.183,100,16,True,2023-02-18 22:06:17,R_8A49hPYYzX4BX4B,,,,,31.4996,-82.8471,anonymous,EN,No,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAAC0CCE6B4D47CE844F96F763BCAF48,11bddfe7-82a7-4733-a262-526d738039dc,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 22:08:24,2023-02-18 22:09:34,IP Address,98.34.47.47,100,70,True,2023-02-18 22:09:35,R_2VO0x86hv09Mxib,,,,,42.0487,-87.8905,anonymous,EN,Yes,40,d18,5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75ACA6EF88884863B7D3EA2AB6B01375,1153e3cf-a83a-4c2f-b772-ecf5ece0cec6,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 22:09:56,2023-02-18 22:15:12,IP Address,98.34.47.47,100,315,True,2023-02-18 22:15:13,R_2fdmtHQDhn8EwH0,,,,,42.0487,-87.8905,anonymous,EN,Yes,40,d18,f5,V10 (7c+),V5 (6c),V8 (7b/7b+),V11 (8a),V9 (7c),V11 (8a),V10 (7c+),V10 (7c+),V9 (7c),V12 (8a+),V8 (7b/7b+),V11 (8a),V9 (7c),V13 (8b+),V6 (6c+/7a),V8 (7b/7b+),V6 (6c+/7a),V9 (7c),V8 (7b/7b+),V11 (8a),V8 (7b/7b+),V4 (6b/6b+),V13 (8b+),V10 (7c+),V8 (7b/7b+),V10 (7c+),V6 (6c+/7a),V6 (6c+/7a),V13 (8b+),V6 (6c+/7a),V9 (7c),75ACA6EF88884863B7D3EA2AB6B01375,1153e3cf-a83a-4c2f-b772-ecf5ece0cec6,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 22:18:30,2023-02-18 22:19:48,IP Address,12.187.52.34,100,78,True,2023-02-18 22:19:49,R_3mfqXkRNfuoJO78,,,,,37.4868,-83.2913,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D2CD74D22C664C4799258917505C0C01,a7a0c74f-0c5d-445e-adeb-64c773af98e2,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 22:51:16,2023-02-18 22:53:35,IP Address,38.97.215.203,100,139,True,2023-02-18 22:53:36,R_3er89kSmBgIA9NM,,,,,39.4497,-105.4692,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A584178A061C451581207AABB11E34EB,74e40ebb-befe-4f27-8456-0d6d9bc0ea78,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 22:53:53,2023-02-18 22:55:35,IP Address,38.97.215.203,100,102,True,2023-02-18 22:55:36,R_1BoQCya7QtL53wd,,,,,39.4497,-105.4692,anonymous,EN,Yes,40,F,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A584178A061C451581207AABB11E34EB,74e40ebb-befe-4f27-8456-0d6d9bc0ea78,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 22:56:09,2023-02-18 22:56:55,IP Address,38.97.215.203,100,45,True,2023-02-18 22:56:56,R_2BgsgkH1JqhOH4I,,,,,39.4497,-105.4692,anonymous,EN,Yes,40,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A584178A061C451581207AABB11E34EB,74e40ebb-befe-4f27-8456-0d6d9bc0ea78,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 23:00:29,2023-02-18 23:01:26,IP Address,38.97.215.203,100,57,True,2023-02-18 23:01:26,R_2TsZhdcXxT4eSjO,,,,,39.4497,-105.4692,anonymous,EN,Yes,40,18k,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A584178A061C451581207AABB11E34EB,74e40ebb-befe-4f27-8456-0d6d9bc0ea78,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 23:02:21,2023-02-18 23:03:21,IP Address,38.97.215.203,100,60,True,2023-02-18 23:03:21,R_2dDNMCHz0pFcCgH,,,,,39.4497,-105.4692,anonymous,EN,Yes,40,Footholds,Handholds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A584178A061C451581207AABB11E34EB,74e40ebb-befe-4f27-8456-0d6d9bc0ea78,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 23:15:22,2023-02-18 23:16:06,IP Address,98.32.28.91,100,44,True,2023-02-18 23:16:07,R_28SD2arMisz7KP0,,,,,36.7443,-108.1801,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49847BA77E0D485A9548BF843D927D9A,491ad625-3e8d-420d-b879-76076de0dd7c,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 23:38:32,2023-02-18 23:39:00,IP Address,99.130.88.179,100,28,True,2023-02-18 23:39:01,R_2PbW2UsuhsDdV1E,,,,,41.871,-87.6289,anonymous,EN,No,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65AE4015EAA44341B8F75ADA32A04DDA,49a453a8-84cd-4367-ab77-d98efb9fa2d2,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 23:42:06,2023-02-18 23:42:28,IP Address,67.184.205.134,100,21,True,2023-02-18 23:42:28,R_2cdUI5WACqTuF8p,,,,,42.3574,-88.2209,anonymous,EN,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE9399777B974FF390D0C1B2384F37B9,d6939ee5-214f-4c59-8bde-08e4c6422906,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 23:46:35,2023-02-19 00:03:40,IP Address,24.145.67.56,100,1024,True,2023-02-19 00:03:40,R_u9z7LuZ6QVwTWXD,,,,,25.9585,-80.1381,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7DD8D339CEE14D6CAE0E9AA89421E55B,19b0962e-9bbb-41f0-8b59-55735c5e90d3,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 00:06:03,2023-02-19 00:13:02,IP Address,24.145.67.56,100,418,True,2023-02-19 00:13:02,R_cBhqxT0REva82ad,,,,,25.9585,-80.1381,anonymous,EN,Yes,40,16,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7DD8D339CEE14D6CAE0E9AA89421E55B,19b0962e-9bbb-41f0-8b59-55735c5e90d3,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 00:20:03,2023-02-19 00:22:08,IP Address,73.148.224.88,100,124,True,2023-02-19 00:22:08,R_3qxk5bWDco5CFy6,,,,,30.3524,-81.5867,anonymous,EN,Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6DF4BAC26DEE4F9FA7C0B8D08891B590,9c9a587b-a046-44c1-9b24-1c83f3a886da,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 00:22:26,2023-02-19 00:22:41,IP Address,73.148.224.88,100,14,True,2023-02-19 00:22:41,R_1dKpw9Ap7Uo5n7h,,,,,30.3524,-81.5867,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6DF4BAC26DEE4F9FA7C0B8D08891B590,9c9a587b-a046-44c1-9b24-1c83f3a886da,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 00:53:40,2023-02-19 00:54:19,IP Address,75.134.58.189,100,38,True,2023-02-19 00:54:20,R_UAtUdMc96FjxQaZ,,,,,38.6287,-90.1988,anonymous,EN,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE19039CA4BA4B11A8388523F258A4BA,3232e566-733e-424a-8ec4-c345f67b7345,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 00:53:31,2023-02-19 00:54:27,IP Address,107.5.25.36,100,55,True,2023-02-19 00:54:27,R_Z4XMVbL3kuboEBX,,,,,42.3695,-83.4769,anonymous,EN,No,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AB400BFCF00D49DF85AEF97A8B48F955,9ca25b54-aae1-4118-81e5-92f9111960ff,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 01:25:24,2023-02-19 01:41:19,IP Address,102.89.43.159,100,954,True,2023-02-19 01:41:20,R_1Okj6Xg1Rsm7j2A,,,,,6.4474,3.3903,anonymous,EN,Yes,40,"D,18","F,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5DCE4D9DE6464FC78DA998FF180B5D74,5f9750d3-123b-4490-8525-63cd6996db13,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 01:45:33,2023-02-19 01:49:14,IP Address,73.83.116.145,100,221,True,2023-02-19 01:49:15,R_1Dx519mF2qkWV5a,,,,,47.5741,-122.3975,anonymous,EN,Not sure,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F058E4F2916B49DDADB310FD994607A0,214cb769-f1d9-4809-a51a-567b4cb62812,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 01:41:57,2023-02-19 02:02:11,IP Address,102.89.43.159,100,1214,True,2023-02-19 02:02:12,R_2WM3ZTA59bpMKFd,,,,,6.4474,3.3903,anonymous,EN,Yes,40,D18,F5,V8 (7b/7b+),V5 (6c),V6 (6c+/7a),V8 (7b/7b+),V7 (7a+),V6 (6c+/7a),V8 (7b/7b+),V6 (6c+/7a),V8 (7b/7b+),V7 (7a+),V8 (7b/7b+),V12 (8a+),V8 (7b/7b+),V9 (7c),V7 (7a+),V8 (7b/7b+),V10 (7c+),V12 (8a+),V8 (7b/7b+),V8 (7b/7b+),V7 (7a+),V9 (7c),V8 (7b/7b+),V11 (8a),V9 (7c),V8 (7b/7b+),V8 (7b/7b+),V7 (7a+),V10 (7c+),V5 (6c),V7 (7a+),5DCE4D9DE6464FC78DA998FF180B5D74,5f9750d3-123b-4490-8525-63cd6996db13,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 02:34:02,2023-02-19 02:35:19,IP Address,172.58.181.134,100,76,True,2023-02-19 02:35:19,R_1gnlYKL2RFF4Dfr,,,,,32.7767,-96.805,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026B3CD0B5A441F8B39D6E261E2CC32,c7463cb8-92a5-41d9-87d5-05e56ef3cbe3,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 02:33:23,2023-02-19 02:48:50,IP Address,172.58.178.79,100,927,True,2023-02-19 02:48:51,R_22Y486Drff3bkwk,,,,,32.7797,-96.8022,anonymous,EN,Yes,40,18D,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026B3CD0B5A441F8B39D6E261E2CC32,c7463cb8-92a5-41d9-87d5-05e56ef3cbe3,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-19 02:53:34,2023-02-19 03:04:57,IP Address,98.54.220.168,100,683,True,2023-02-19 03:04:58,R_a5cmEMcMzStCLO9,,,,,35.1431,-90.0492,anonymous,EN,Yes,40,d18,f5,V4 (6b/6b+),V6 (6c+/7a),V8 (7b/7b+),V10 (7c+),V5 (6c),V10 (7c+),V13 (8b+),V10 (7c+),V9 (7c),V6 (6c+/7a),V12 (8a+),V10 (7c+),V12 (8a+),V11 (8a),V6 (6c+/7a),V7 (7a+),V8 (7b/7b+),V4 (6b/6b+),V5 (6c),V10 (7c+),V8 (7b/7b+),V7 (7a+),V13 (8b+),V10 (7c+),V10 (7c+),V8 (7b/7b+),V8 (7b/7b+),V12 (8a+),V6 (6c+/7a),V6 (6c+/7a),V10 (7c+),60AD314C98CB4698BFD6C7DB5DD669D5,4ae364ff-515f-4779-81fd-cd1ff5ee6f9c,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
